B2_ionic_radius,A_electronegativity,B1_electronegativity,B2_electronegativity,B1_electron_affinity,B2_electron_affinity,X_electron_affinity,B1_first_ionization_energy,X_first_ionization_energy,A_second_ionization_energy,B1_second_ionization_energy,A_melting_point,B1_melting_point,B1_thermal_conductivity,A_boiling_point,B1_boiling_point,X_boiling_point,X_third_ionization_energy,formation_energy
0.88,0.95,2.16,1.65,0.74733,-0.62,1.4611053,7.09243,13.618055,11.0302765,16.16,1050.0,2896.0,139.0,1655.0,4912.0,90.2,54.93554,-2.544966662
0.74,0.95,1.55,2.36,-0.52,0.816268,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-2.768466425
1.001,0.95,2.2,1.27,1.5643615,0.23887,1.4611053,8.96702,13.618055,11.0302765,17.0,1050.0,2739.0,150.0,1655.0,4701.0,90.2,54.93554,-2.824518581
0.86,0.95,1.54,1.33,0.075545,0.433289,1.4611053,6.82812,13.618055,11.0302765,13.5755,1050.0,1941.0,22.0,1655.0,3560.0,90.2,54.93554,-3.492537426
0.885,0.95,1.9,1.36,0.06039663,0.1882,1.4611053,7.83352,13.618055,11.0302765,16.6,1050.0,3459.0,48.0,1655.0,5869.0,90.2,54.93554,-3.064320105
0.74,0.95,1.31,2.36,-0.42,0.816268,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,-2.982575253
0.73,0.95,1.9,2.16,1.235784,0.74733,1.4611053,7.72638,13.618055,11.0302765,20.29239,1050.0,1357.77,400.0,1655.0,3200.0,90.2,54.93554,-2.359463832
0.78,0.95,1.78,1.6,0.383926,0.917407,1.4611053,5.7863557,13.618055,11.0302765,18.87041,1050.0,429.75,82.0,1655.0,2345.0,90.2,54.93554,-2.932056978
0.78,0.95,1.78,1.5,0.383926,0.32312,1.4611053,5.7863557,13.618055,11.0302765,18.87041,1050.0,429.75,82.0,1655.0,2345.0,90.2,54.93554,-3.096941308
0.745,0.95,1.3,1.54,0.17807,0.075545,1.4611053,6.82507,13.618055,11.0302765,14.61,1050.0,2506.0,23.0,1655.0,4876.0,90.2,54.93554,-3.568671257
0.885,0.95,2.2,1.36,1.5643615,0.1882,1.4611053,8.96702,13.618055,11.0302765,17.0,1050.0,2739.0,150.0,1655.0,4701.0,90.2,54.93554,-2.803488323
0.78,0.89,1.66,1.5,0.6758412,0.32312,1.4611053,6.76651,13.618055,10.003826,16.486305,1000.0,2180.0,94.0,2143.0,2944.0,90.2,54.93554,-3.165328586
0.78,2.33,1.81,1.6,0.3012011,0.917407,1.4611053,5.999302,13.618055,15.032499,20.51514,600.61,302.91,29.0,2022.0,2477.0,90.2,54.93554,-2.200126955
1.02,0.95,2.2,1.25,1.0463825,1.02922,1.4611053,7.3605,13.618055,11.0302765,16.76,1050.0,2607.0,120.0,1655.0,4423.0,90.2,54.93554,-2.886902964
0.73,0.95,1.31,2.16,-0.42,0.74733,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,-2.850337895
0.87,0.95,1.31,1.38,-0.42,0.53,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,-3.476324642
0.745,0.95,2.16,1.54,0.74733,0.075545,1.4611053,7.09243,13.618055,11.0302765,16.16,1050.0,2896.0,139.0,1655.0,4912.0,90.2,54.93554,-3.045093332
2.07,0.95,1.88,2.1,0.662265,1.9708757,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-2.329439614
1.098,0.89,2.16,1.17,0.74733,0.162,1.4611053,7.09243,13.618055,10.003826,16.16,1000.0,2896.0,139.0,2143.0,4912.0,90.2,54.93554,-2.974652859
1.04,0.95,2.2,1.22,1.0463825,0.30712,1.4611053,7.3605,13.618055,11.0302765,16.76,1050.0,2607.0,120.0,1655.0,4423.0,90.2,54.93554,-2.839696387
0.78,2.33,1.88,1.6,0.662265,0.917407,1.4611053,7.88101,13.618055,15.032499,17.0844,600.61,1768.0,100.0,2022.0,3200.0,90.2,54.93554,-1.903460254
0.76,0.95,1.23,2.2,0.338,1.0463825,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,-2.864398659
0.67,0.95,0.98,1.9,0.61804922,0.06039663,1.4611053,5.391714996,13.618055,11.0302765,75.640097,1050.0,453.69,85.0,1655.0,1615.0,90.2,54.93554,-2.735979058
0.74,0.95,1.91,2.36,1.1571612,0.816268,1.4611053,7.639878,13.618055,11.0302765,18.168838,1050.0,1728.0,91.0,1655.0,3186.0,90.2,54.93554,-2.584492691
2.07,0.95,1.9,2.1,1.235784,1.9708757,1.4611053,7.72638,13.618055,11.0302765,20.29239,1050.0,1357.77,400.0,1655.0,3200.0,90.2,54.93554,-2.209149022
0.88,0.95,1.9,1.65,0.06039663,-0.62,1.4611053,7.83352,13.618055,11.0302765,16.6,1050.0,3459.0,48.0,1655.0,5869.0,90.2,54.93554,-2.553918869
1.04,0.95,2.2,1.22,1.5643615,0.30712,1.4611053,8.96702,13.618055,11.0302765,17.0,1050.0,2739.0,150.0,1655.0,4701.0,90.2,54.93554,-2.763372624
0.67,0.95,1.24,1.9,0.312,0.06039663,1.4611053,6.1077,13.618055,11.0302765,11.916,1050.0,1802.0,15.0,1655.0,3141.0,90.2,54.93554,-3.029776154
0.88,0.95,1.38,1.65,0.53,-0.62,1.4611053,6.19405,13.618055,11.0302765,11.6,1050.0,1405.3,27.0,1655.0,4200.0,90.2,54.93554,-3.19324201
0.78,0.95,1.83,1.5,0.15323634,0.32312,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-3.048821424
0.78,0.95,1.83,1.6,0.15323634,0.917407,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-2.892685994
0.87,0.95,1.88,1.38,0.662265,0.53,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-3.004357934
0.76,0.95,1.22,2.2,0.352,1.0463825,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,-2.854764221
0.83,0.95,2.16,1.91,0.74733,1.1571612,1.4611053,7.09243,13.618055,11.0302765,16.16,1050.0,2896.0,139.0,1655.0,4912.0,90.2,54.93554,-2.467022271
2.07,0.95,1.31,2.1,-0.42,1.9708757,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,-2.713678013
1.04,0.95,1.9,1.22,0.06039663,0.30712,1.4611053,7.83352,13.618055,11.0302765,16.6,1050.0,3459.0,48.0,1655.0,5869.0,90.2,54.93554,-2.986452042
0.67,0.95,1.23,1.9,0.338,0.06039663,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,-3.015841737
0.74,0.89,1.17,2.36,0.162,0.816268,1.4611053,5.64371,13.618055,10.003826,11.078,1000.0,1345.0,13.0,2143.0,2076.0,90.2,54.93554,-3.083647112
0.67,0.89,1.83,1.9,0.15323634,0.06039663,1.4611053,7.9024681,13.618055,10.003826,16.19921,1000.0,1811.0,80.0,2143.0,3134.0,90.2,54.93554,-2.483333823
0.67,0.95,1.31,1.9,-0.42,0.06039663,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,-2.860767508
0.78,0.89,1.55,1.6,-0.52,0.917407,1.4611053,7.434038,13.618055,10.003826,15.63999,1000.0,1519.0,7.8,2143.0,2334.0,90.2,54.93554,-2.960329011
0.78,0.89,1.55,1.5,-0.52,0.32312,1.4611053,7.434038,13.618055,10.003826,15.63999,1000.0,1519.0,7.8,2143.0,2334.0,90.2,54.93554,-3.068254405
0.68,0.95,1.5,1.63,0.32312,0.527662,1.4611053,7.549571,13.618055,11.0302765,16.2,1050.0,3290.0,57.0,1655.0,5731.0,90.2,54.93554,-3.269463439
0.78,0.95,1.81,1.6,0.3012011,0.917407,1.4611053,5.999302,13.618055,11.0302765,20.51514,1050.0,302.91,29.0,1655.0,2477.0,90.2,54.93554,-3.059936078
0.78,0.95,1.81,1.5,0.3012011,0.32312,1.4611053,5.999302,13.618055,11.0302765,20.51514,1050.0,302.91,29.0,1655.0,2477.0,90.2,54.93554,-3.173726951
0.73,0.95,1.24,2.16,0.312,0.74733,1.4611053,6.1077,13.618055,11.0302765,11.916,1050.0,1802.0,15.0,1655.0,3141.0,90.2,54.93554,-3.111079588
1.04,0.95,2.05,1.22,1.04740119,0.30712,1.4611053,8.608389,13.618055,11.0302765,16.626,1050.0,903.78,24.0,1655.0,1860.0,90.2,54.93554,-3.040832391
0.78,0.95,1.27,1.6,0.23887,0.917407,1.4611053,5.425871,13.618055,11.0302765,14.13,1050.0,1925.0,16.0,1655.0,3675.0,90.2,54.93554,-3.521204159
0.78,0.95,1.27,1.5,0.23887,0.32312,1.4611053,5.425871,13.618055,11.0302765,14.13,1050.0,1925.0,16.0,1655.0,3675.0,90.2,54.93554,-3.596950477
0.76,0.95,1.23,2.05,0.338,1.04740119,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,-3.11592288
0.885,0.95,2.02,1.36,0.94236213,0.1882,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.79461378
0.78,0.95,1.88,1.5,0.662265,0.32312,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-2.88682647
0.86,0.95,1.55,1.33,-0.52,0.433289,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-3.073029683
0.76,0.95,1.66,2.05,0.6758412,1.04740119,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,-2.643718007
0.78,0.95,1.88,1.6,0.662265,0.917407,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-2.772542206
0.87,0.95,1.83,1.38,0.15323634,0.53,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-3.172703994
0.73,0.95,1.23,2.16,0.338,0.74733,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,-3.099997911
0.76,0.95,1.22,2.05,0.352,1.04740119,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,-3.057238058
0.76,0.95,1.83,2.05,0.15323634,1.04740119,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-2.521188111
1.02,0.95,1.5,1.25,0.32312,1.02922,1.4611053,7.549571,13.618055,11.0302765,16.2,1050.0,3290.0,57.0,1655.0,5731.0,90.2,54.93554,-3.62983964
0.76,0.95,2.02,2.05,0.94236213,1.04740119,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.381602294
0.67,2.33,1.83,1.9,0.15323634,0.06039663,1.4611053,7.9024681,13.618055,15.032499,16.19921,600.61,1811.0,80.0,2022.0,3134.0,90.2,54.93554,-1.670646653
0.9,0.82,1.61,0.98,0.432835,0.61804922,3.401189824,5.985769,17.42282,27.28954,18.82855,312.46,933.47,235.0,961.0,2792.0,85.03,62.70798,-3.424945454
0.745,0.95,2.2,1.54,1.0463825,0.075545,1.4611053,7.3605,13.618055,11.0302765,16.76,1050.0,2607.0,120.0,1655.0,4423.0,90.2,54.93554,-2.755531183
0.9,0.79,1.61,0.98,0.432835,0.61804922,3.401189824,5.985769,17.42282,23.15745,18.82855,301.59,933.47,235.0,944.0,2792.0,85.03,62.70798,-3.441056425
0.78,0.95,1.66,1.6,0.6758412,0.917407,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,-3.101460347
0.78,0.95,1.66,1.5,0.6758412,0.32312,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,-3.219528459
0.78,0.95,1.24,1.5,0.312,0.32312,1.4611053,6.1077,13.618055,11.0302765,11.916,1050.0,1802.0,15.0,1655.0,3141.0,90.2,54.93554,-3.61751801
0.87,0.95,1.66,1.38,0.6758412,0.53,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,-3.270194324
1.001,0.79,1.93,1.27,1.304473,0.23887,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,-2.215833983
1.02,0.79,1.93,1.25,1.304473,1.02922,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,-2.217439904
1.16,0.79,1.12,0.93,0.572,0.54792625,3.61272528,5.5386,12.967633,23.15745,10.956,301.59,1068.0,11.0,944.0,3633.0,239.11,39.8,-2.463529937
1.03,0.79,1.93,1.24,1.304473,0.312,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,-2.217443131
1.098,0.79,0.93,1.17,0.54792625,0.162,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,-2.378559995
1.16,0.79,2.02,0.93,0.94236213,0.54792625,3.61272528,7.285516,12.967633,23.15745,16.703,301.59,544.4,8.0,944.0,1837.0,239.11,39.8,-1.977123435
1.04,0.79,1.93,1.22,1.304473,0.30712,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,-2.20973024
1.16,0.79,1.2,0.93,0.11613,0.54792625,3.61272528,5.670385,12.967633,23.15745,11.24,301.59,1099.0,14.0,944.0,1800.0,239.11,39.8,-2.308114957
1.052,0.79,1.93,1.22,1.304473,0.352,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,-2.215128896
0.76,0.95,1.81,2.05,0.3012011,1.04740119,1.4611053,5.999302,13.618055,11.0302765,20.51514,1050.0,302.91,29.0,1655.0,2477.0,90.2,54.93554,-2.627152488
1.04,0.95,1.5,1.22,0.32312,0.30712,1.4611053,7.549571,13.618055,11.0302765,16.2,1050.0,3290.0,57.0,1655.0,5731.0,90.2,54.93554,-3.567112128
1.04,0.95,1.6,1.22,0.917407,0.30712,1.4611053,6.75885,13.618055,11.0302765,14.32,1050.0,2750.0,54.0,1655.0,5017.0,90.2,54.93554,-3.463982149
0.78,0.95,1.23,1.5,0.338,0.32312,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,-3.606521192
0.68,0.93,0.98,1.63,0.61804922,0.527662,3.401189824,5.391714996,17.42282,47.28636,75.640097,370.87,453.69,85.0,1156.0,1615.0,85.03,62.70798,-3.016893044
1.16,0.79,1.22,0.93,0.352,0.54792625,3.61272528,5.93905,12.967633,23.15745,11.647,301.59,1680.0,11.0,944.0,2840.0,239.11,39.8,-2.499006977
1.087,0.79,1.93,1.2,1.304473,0.11613,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,-1.375570163
0.67,0.95,1.83,1.9,0.15323634,0.06039663,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-2.539901035
0.765,0.95,1.83,2.2,0.15323634,1.5643615,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-2.219263983
1.16,0.79,1.23,0.93,0.338,0.54792625,3.61272528,6.0215,12.967633,23.15745,11.781,301.59,1734.0,16.0,944.0,2993.0,239.11,39.8,-2.49937494
1.04,0.79,0.93,1.22,0.54792625,0.30712,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,-2.493488016
1.098,0.79,1.93,1.17,1.304473,0.162,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,-2.203894851
0.76,0.95,1.2,2.05,0.11613,1.04740119,1.4611053,5.670385,13.618055,11.0302765,11.24,1050.0,1099.0,14.0,1655.0,1800.0,90.2,54.93554,-2.796336723
1.16,0.79,1.24,0.93,0.312,0.54792625,3.61272528,6.1077,12.967633,23.15745,11.916,301.59,1802.0,15.0,944.0,3141.0,239.11,39.8,-2.501895044
1.025,0.79,0.93,1.62,0.54792625,0.32005319,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,-1.836372226
0.78,0.95,1.55,1.6,-0.52,0.917407,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-2.986529497
0.78,0.95,1.55,1.5,-0.52,0.32312,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-3.101349761
0.76,0.95,1.83,2.2,0.15323634,1.0463825,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-2.288851581
0.76,0.95,1.88,2.05,0.662265,1.04740119,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-2.359252175
0.9,0.93,1.81,0.98,0.3012011,0.61804922,3.401189824,5.999302,17.42282,47.28636,20.51514,370.87,302.91,29.0,1156.0,2477.0,85.03,62.70798,-3.01682209
1.02,0.79,0.93,1.25,0.54792625,1.02922,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,-2.502190175
0.74,0.95,1.69,2.36,-0.72,0.816268,1.4611053,8.99382,13.618055,11.0302765,16.908313,1050.0,594.22,97.0,1655.0,1040.0,90.2,54.93554,-2.534391836
1.16,0.95,2.66,0.93,3.05905238,0.54792625,1.4611053,10.45126,13.618055,11.0302765,19.13126,1050.0,386.85,0.449,1655.0,457.4,90.2,54.93554,-2.220846086
0.67,0.95,0.93,1.9,0.54792625,0.06039663,1.4611053,5.13907696,13.618055,11.0302765,47.28636,1050.0,370.87,140.0,1655.0,1156.0,90.2,54.93554,-2.630203612
0.67,0.95,1.0,1.9,0.024551,0.06039663,1.4611053,6.11315547,13.618055,11.0302765,11.871719,1050.0,1115.0,200.0,1655.0,1757.0,90.2,54.93554,-2.917943966
0.885,0.79,1.93,1.36,1.304473,0.1882,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,-2.149536423
0.9,0.93,1.66,0.98,0.6758412,0.61804922,3.401189824,6.76651,17.42282,47.28636,16.486305,370.87,2180.0,94.0,1156.0,2944.0,85.03,62.70798,-3.048320034
0.78,0.95,1.22,1.6,0.352,0.917407,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,-3.40481746
0.78,0.95,1.22,1.5,0.352,0.32312,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,-3.597674564
0.87,0.89,1.57,1.38,-0.52,0.53,1.4611053,9.322699,13.618055,10.003826,18.21115,1000.0,1560.0,190.0,2143.0,2742.0,90.2,54.93554,-3.227940402
1.16,0.79,1.27,0.93,0.23887,0.54792625,3.61272528,5.425871,12.967633,23.15745,14.13,301.59,1925.0,16.0,944.0,3675.0,239.11,39.8,-2.501034771
1.098,0.95,2.05,1.17,1.04740119,0.162,1.4611053,8.608389,13.618055,11.0302765,16.626,1050.0,903.78,24.0,1655.0,1860.0,90.2,54.93554,-3.055812641
0.67,0.95,1.81,1.9,0.3012011,0.06039663,1.4611053,5.999302,13.618055,11.0302765,20.51514,1050.0,302.91,29.0,1655.0,2477.0,90.2,54.93554,-2.590992374
1.01,0.79,1.93,1.12,1.304473,0.572,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,-2.183924164
0.87,0.95,1.55,1.38,-0.52,0.53,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-3.106075588
2.07,0.95,1.0,2.1,0.024551,1.9708757,1.4611053,6.11315547,13.618055,11.0302765,11.871719,1050.0,1115.0,200.0,1655.0,1757.0,90.2,54.93554,-2.801158858
0.94,0.95,2.02,1.78,0.94236213,0.383926,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.236412686
0.87,0.95,1.78,1.38,0.383926,0.53,1.4611053,5.7863557,13.618055,11.0302765,18.87041,1050.0,429.75,82.0,1655.0,2345.0,90.2,54.93554,-3.110442546
1.16,0.79,1.78,0.93,0.383926,0.54792625,3.61272528,5.7863557,12.967633,23.15745,18.87041,301.59,429.75,82.0,944.0,2345.0,239.11,39.8,-2.015654593
1.02,0.95,1.9,1.25,0.06039663,1.02922,1.4611053,7.83352,13.618055,11.0302765,16.6,1050.0,3459.0,48.0,1655.0,5869.0,90.2,54.93554,-3.046092761
0.85,0.95,1.12,1.3,0.572,0.17807,1.4611053,5.5386,13.618055,11.0302765,10.956,1050.0,1068.0,11.0,1655.0,3633.0,90.2,54.93554,-3.486525275
0.765,0.95,1.12,2.2,0.572,1.5643615,1.4611053,5.5386,13.618055,11.0302765,10.956,1050.0,1068.0,11.0,1655.0,3633.0,90.2,54.93554,-2.83886678
0.78,0.95,1.61,1.5,0.432835,0.32312,1.4611053,5.985769,13.618055,11.0302765,18.82855,1050.0,933.47,235.0,1655.0,2792.0,90.2,54.93554,-3.431349181
0.78,0.95,1.61,1.6,0.432835,0.917407,1.4611053,5.985769,13.618055,11.0302765,18.82855,1050.0,933.47,235.0,1655.0,2792.0,90.2,54.93554,-3.363995097
0.76,0.95,1.88,2.2,0.662265,1.0463825,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-2.119931976
0.67,0.89,1.88,1.9,0.662265,0.06039663,1.4611053,7.88101,13.618055,10.003826,17.0844,1000.0,1768.0,100.0,2143.0,3200.0,90.2,54.93554,-2.445271169
2.07,1.0,1.88,2.1,0.662265,1.9708757,1.4611053,7.88101,13.618055,11.871719,17.0844,1115.0,1768.0,100.0,1757.0,3200.0,90.2,54.93554,-2.352157072
0.67,1.0,0.98,1.9,0.61804922,0.06039663,1.4611053,5.391714996,13.618055,11.871719,75.640097,1115.0,453.69,85.0,1757.0,1615.0,90.2,54.93554,-2.646502051
0.78,1.0,1.83,1.6,0.15323634,0.917407,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,-2.941695492
0.78,1.0,1.83,1.5,0.15323634,0.32312,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,-3.033056813
0.78,0.95,1.2,1.5,0.11613,0.32312,1.4611053,5.670385,13.618055,11.0302765,11.24,1050.0,1099.0,14.0,1655.0,1800.0,90.2,54.93554,-3.354259294
0.78,0.95,1.2,1.6,0.11613,0.917407,1.4611053,5.670385,13.618055,11.0302765,11.24,1050.0,1099.0,14.0,1655.0,1800.0,90.2,54.93554,-3.137732877
0.74,1.0,1.31,2.36,-0.42,0.816268,1.4611053,7.646236,13.618055,11.871719,15.035271,1115.0,923.0,160.0,1757.0,1363.0,90.2,54.93554,-2.995898421
0.885,1.0,1.9,1.36,0.06039663,0.1882,1.4611053,7.83352,13.618055,11.871719,16.6,1115.0,3459.0,48.0,1757.0,5869.0,90.2,54.93554,-2.97051572
0.67,1.0,1.31,1.9,-0.42,0.06039663,1.4611053,7.646236,13.618055,11.871719,15.035271,1115.0,923.0,160.0,1757.0,1363.0,90.2,54.93554,-2.864512904
0.87,2.33,1.69,1.38,-0.72,0.53,1.4611053,8.99382,13.618055,15.032499,16.908313,600.61,594.22,97.0,2022.0,1040.0,90.2,54.93554,-2.340121374
0.76,0.79,0.93,2.05,0.54792625,1.04740119,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,-1.915386622
0.68,1.0,1.5,1.63,0.32312,0.527662,1.4611053,7.549571,13.618055,11.871719,16.2,1115.0,3290.0,57.0,1757.0,5731.0,90.2,54.93554,-3.252033076
0.86,0.95,1.12,1.33,0.572,0.433289,1.4611053,5.5386,13.618055,11.0302765,10.956,1050.0,1068.0,11.0,1655.0,3633.0,90.2,54.93554,-3.424517386
0.73,0.95,1.0,2.16,0.024551,0.74733,1.4611053,6.11315547,13.618055,11.0302765,11.871719,1050.0,1115.0,200.0,1655.0,1757.0,90.2,54.93554,-2.916912489
0.67,2.33,1.88,1.9,0.662265,0.06039663,1.4611053,7.88101,13.618055,15.032499,17.0844,600.61,1768.0,100.0,2022.0,3200.0,90.2,54.93554,-1.593336348
1.17,1.0,2.18,2.02,0.80482,0.94236213,1.4611053,9.78855,13.618055,11.871719,18.5892,1115.0,1090.0,50.0,1757.0,887.0,90.2,54.93554,-2.5427636
0.74,1.0,1.88,2.36,0.662265,0.816268,1.4611053,7.88101,13.618055,11.871719,17.0844,1115.0,1768.0,100.0,1757.0,3200.0,90.2,54.93554,-2.619443823
0.885,1.0,2.05,1.36,1.04740119,0.1882,1.4611053,8.608389,13.618055,11.871719,16.626,1115.0,903.78,24.0,1757.0,1860.0,90.2,54.93554,-3.124920209
0.78,1.0,1.88,1.5,0.662265,0.32312,1.4611053,7.88101,13.618055,11.871719,17.0844,1115.0,1768.0,100.0,1757.0,3200.0,90.2,54.93554,-2.88649293
0.76,1.0,1.66,2.05,0.6758412,1.04740119,1.4611053,6.76651,13.618055,11.871719,16.486305,1115.0,2180.0,94.0,1757.0,2944.0,90.2,54.93554,-2.678374833
0.9,0.93,1.61,0.98,0.432835,0.61804922,3.401189824,5.985769,17.42282,47.28636,18.82855,370.87,933.47,235.0,1156.0,2792.0,85.03,62.70798,-3.431863754
0.76,1.0,1.83,2.05,0.15323634,1.04740119,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,-2.545639161
0.9,0.79,1.12,0.98,0.572,0.61804922,3.61272528,5.5386,12.967633,23.15745,10.956,301.59,1068.0,11.0,944.0,3633.0,239.11,39.8,-2.457346207
0.885,0.79,0.93,1.36,0.54792625,0.1882,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,-2.432035345
0.745,1.0,2.2,1.54,1.0463825,0.075545,1.4611053,7.3605,13.618055,11.871719,16.76,1115.0,2607.0,120.0,1757.0,4423.0,90.2,54.93554,-2.771471622
1.098,0.95,1.6,1.17,0.917407,0.162,1.4611053,6.75885,13.618055,11.0302765,14.32,1050.0,2750.0,54.0,1655.0,5017.0,90.2,54.93554,-3.389196112
