B2_ionic_radius,A_electronegativity,B1_electronegativity,B2_electronegativity,B1_electron_affinity,B2_electron_affinity,X_electron_affinity,B1_first_ionization_energy,X_first_ionization_energy,A_second_ionization_energy,B1_second_ionization_energy,A_melting_point,B1_melting_point,B1_thermal_conductivity,A_boiling_point,B1_boiling_point,X_boiling_point,X_third_ionization_energy,formation_energy
0.73,0.89,1.23,2.16,0.338,0.74733,1.4611053,6.0215,13.618055,10.003826,11.781,1000.0,1734.0,16.0,2143.0,2993.0,90.2,54.93554,-3.09
0.77,0.89,1.78,2.2,0.383926,1.0778013,1.4611053,5.7863557,13.618055,10.003826,18.87041,1000.0,429.75,82.0,2143.0,2345.0,90.2,54.93554,-2.33
1.17,0.89,1.1,2.02,0.5575462,0.94236213,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,-2.798
0.765,0.89,1.1,2.2,0.5575462,1.5643615,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,-2.721
0.78,0.89,1.1,1.6,0.5575462,0.917407,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,-3.397
0.67,0.89,1.1,1.9,0.5575462,0.06039663,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,-2.962
0.76,0.89,1.1,2.2,0.5575462,1.0463825,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,-2.79
0.76,0.89,1.1,2.05,0.5575462,1.04740119,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,-3.041
0.78,0.89,1.1,1.5,0.5575462,0.32312,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,-3.517
0.87,0.89,1.1,1.38,0.5575462,0.53,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,-3.577
2.06,0.89,0.98,2.66,0.61804922,3.05905238,1.4611053,5.391714996,13.618055,10.003826,75.640097,1000.0,453.69,85.0,2143.0,1615.0,90.2,54.93554,-2.244
0.77,0.89,0.98,2.2,0.61804922,1.0778013,1.4611053,5.391714996,13.618055,10.003826,75.640097,1000.0,453.69,85.0,2143.0,1615.0,90.2,54.93554,-2.451
2.07,0.89,0.98,2.1,0.61804922,1.9708757,1.4611053,5.391714996,13.618055,10.003826,75.640097,1000.0,453.69,85.0,2143.0,1615.0,90.2,54.93554,-2.392
1.17,0.89,1.27,2.02,0.23887,0.94236213,1.4611053,5.425871,13.618055,10.003826,14.13,1000.0,1925.0,16.0,2143.0,3675.0,90.2,54.93554,-2.873
0.765,0.89,1.27,2.2,0.23887,1.5643615,1.4611053,5.425871,13.618055,10.003826,14.13,1000.0,1925.0,16.0,2143.0,3675.0,90.2,54.93554,-2.826
0.77,0.89,1.31,2.2,-0.42,1.0778013,1.4611053,7.646236,13.618055,10.003826,15.035271,1000.0,923.0,160.0,2143.0,1363.0,90.2,54.93554,-2.612
2.06,0.89,0.93,2.66,0.54792625,3.05905238,1.4611053,5.13907696,13.618055,10.003826,47.28636,1000.0,370.87,140.0,2143.0,1156.0,90.2,54.93554,-2.22
0.77,0.89,0.93,2.2,0.54792625,1.0778013,1.4611053,5.13907696,13.618055,10.003826,47.28636,1000.0,370.87,140.0,2143.0,1156.0,90.2,54.93554,-2.398
0.755,0.89,1.6,1.66,0.917407,0.6758412,1.4611053,6.75885,13.618055,10.003826,14.32,1000.0,2750.0,54.0,2143.0,5017.0,90.2,54.93554,-3.067
0.785,0.89,1.6,1.83,0.917407,0.15323634,1.4611053,6.75885,13.618055,10.003826,14.32,1000.0,2750.0,54.0,2143.0,5017.0,90.2,54.93554,-2.953
0.94,0.89,1.6,1.78,0.917407,0.383926,1.4611053,6.75885,13.618055,10.003826,14.32,1000.0,2750.0,54.0,2143.0,5017.0,90.2,54.93554,-2.969
1.17,0.89,1.14,2.02,0.0974933,0.94236213,1.4611053,5.525,13.618055,10.003826,10.783,1000.0,1297.0,17.0,2143.0,3373.0,90.2,54.93554,-2.773
0.765,0.89,1.14,2.2,0.0974933,1.5643615,1.4611053,5.525,13.618055,10.003826,10.783,1000.0,1297.0,17.0,2143.0,3373.0,90.2,54.93554,-2.702
0.73,0.89,1.14,2.16,0.0974933,0.74733,1.4611053,5.525,13.618055,10.003826,10.783,1000.0,1297.0,17.0,2143.0,3373.0,90.2,54.93554,-2.785
0.78,0.89,1.14,1.6,0.0974933,0.917407,1.4611053,5.525,13.618055,10.003826,10.783,1000.0,1297.0,17.0,2143.0,3373.0,90.2,54.93554,-3.383
0.67,0.89,1.14,1.9,0.0974933,0.06039663,1.4611053,5.525,13.618055,10.003826,10.783,1000.0,1297.0,17.0,2143.0,3373.0,90.2,54.93554,-2.96
0.76,0.89,1.14,2.2,0.0974933,1.0463825,1.4611053,5.525,13.618055,10.003826,10.783,1000.0,1297.0,17.0,2143.0,3373.0,90.2,54.93554,-2.771
0.76,0.89,1.14,2.05,0.0974933,1.04740119,1.4611053,5.525,13.618055,10.003826,10.783,1000.0,1297.0,17.0,2143.0,3373.0,90.2,54.93554,-3.023
0.78,0.89,1.14,1.5,0.0974933,0.32312,1.4611053,5.525,13.618055,10.003826,10.783,1000.0,1297.0,17.0,2143.0,3373.0,90.2,54.93554,-3.504
0.73,0.89,1.91,2.16,1.1571612,0.74733,1.4611053,7.639878,13.618055,10.003826,18.168838,1000.0,1728.0,91.0,2143.0,3186.0,90.2,54.93554,-2.454
0.77,0.89,1.91,2.2,1.1571612,1.0778013,1.4611053,7.639878,13.618055,10.003826,18.168838,1000.0,1728.0,91.0,2143.0,3186.0,90.2,54.93554,-1.974
1.17,0.89,1.13,2.02,0.1092346,0.94236213,1.4611053,5.4702,13.618055,10.003826,10.631,1000.0,1208.0,13.0,2143.0,3563.0,90.2,54.93554,-2.757
0.765,0.89,1.13,2.2,0.1092346,1.5643615,1.4611053,5.4702,13.618055,10.003826,10.631,1000.0,1208.0,13.0,2143.0,3563.0,90.2,54.93554,-2.683
0.78,0.89,1.13,1.6,0.1092346,0.917407,1.4611053,5.4702,13.618055,10.003826,10.631,1000.0,1208.0,13.0,2143.0,3563.0,90.2,54.93554,-3.365
0.765,0.89,1.13,2.28,0.1092346,2.125105,1.4611053,5.4702,13.618055,10.003826,10.631,1000.0,1208.0,13.0,2143.0,3563.0,90.2,54.93554,-2.57
0.76,0.89,1.13,2.2,0.1092346,1.0463825,1.4611053,5.4702,13.618055,10.003826,10.631,1000.0,1208.0,13.0,2143.0,3563.0,90.2,54.93554,-2.752
0.76,0.89,1.13,2.05,0.1092346,1.04740119,1.4611053,5.4702,13.618055,10.003826,10.631,1000.0,1208.0,13.0,2143.0,3563.0,90.2,54.93554,-3.005
0.78,0.89,1.13,1.5,0.1092346,0.32312,1.4611053,5.4702,13.618055,10.003826,10.631,1000.0,1208.0,13.0,2143.0,3563.0,90.2,54.93554,-3.485
0.67,0.89,1.28,1.55,-0.5,-0.52,1.4611053,6.02576,13.618055,10.003826,11.5,1000.0,912.5,6.0,2143.0,3503.0,90.2,54.93554,-2.696
0.78,0.89,1.28,1.5,-0.5,0.32312,1.4611053,6.02576,13.618055,10.003826,11.5,1000.0,912.5,6.0,2143.0,3503.0,90.2,54.93554,-3.394
0.83,0.89,1.9,1.91,0.06039663,1.1571612,1.4611053,7.83352,13.618055,10.003826,16.6,1000.0,3459.0,48.0,2143.0,5869.0,90.2,54.93554,-2.414
0.765,0.89,1.36,2.2,0.1882,1.5643615,1.4611053,6.56149,13.618055,10.003826,12.79977,1000.0,1814.0,16.0,2143.0,3103.0,90.2,54.93554,-2.79
0.78,0.89,1.36,1.6,0.1882,0.917407,1.4611053,6.56149,13.618055,10.003826,12.79977,1000.0,1814.0,16.0,2143.0,3103.0,90.2,54.93554,-3.486
0.77,0.89,1.36,2.2,0.1882,1.0778013,1.4611053,6.56149,13.618055,10.003826,12.79977,1000.0,1814.0,16.0,2143.0,3103.0,90.2,54.93554,-2.89
0.67,0.89,1.36,1.9,0.1882,0.06039663,1.4611053,6.56149,13.618055,10.003826,12.79977,1000.0,1814.0,16.0,2143.0,3103.0,90.2,54.93554,-3.061
0.76,0.89,1.36,2.05,0.1882,1.04740119,1.4611053,6.56149,13.618055,10.003826,12.79977,1000.0,1814.0,16.0,2143.0,3103.0,90.2,54.93554,-0.792
0.73,0.89,1.17,2.16,0.162,0.74733,1.4611053,5.64371,13.618055,10.003826,11.078,1000.0,1345.0,13.0,2143.0,2076.0,90.2,54.93554,-3.06
0.78,0.89,1.17,1.6,0.162,0.917407,1.4611053,5.64371,13.618055,10.003826,11.078,1000.0,1345.0,13.0,2143.0,2076.0,90.2,54.93554,-3.406
0.77,0.89,1.17,2.2,0.162,1.0778013,1.4611053,5.64371,13.618055,10.003826,11.078,1000.0,1345.0,13.0,2143.0,2076.0,90.2,54.93554,-2.834
0.67,0.89,1.17,1.9,0.162,0.06039663,1.4611053,5.64371,13.618055,10.003826,11.078,1000.0,1345.0,13.0,2143.0,2076.0,90.2,54.93554,-2.99
0.76,0.89,1.17,2.05,0.162,1.04740119,1.4611053,5.64371,13.618055,10.003826,11.078,1000.0,1345.0,13.0,2143.0,2076.0,90.2,54.93554,-3.05
0.765,0.89,0.95,2.2,0.052066,1.5643615,1.4611053,5.69486745,13.618055,10.003826,11.0302765,1000.0,1050.0,35.0,2143.0,1655.0,90.2,54.93554,-2.466
1.17,0.89,1.5,2.02,0.32312,0.94236213,1.4611053,7.549571,13.618055,10.003826,16.2,1000.0,3290.0,57.0,2143.0,5731.0,90.2,54.93554,-2.961
0.755,0.89,1.5,1.66,0.32312,0.6758412,1.4611053,7.549571,13.618055,10.003826,16.2,1000.0,3290.0,57.0,2143.0,5731.0,90.2,54.93554,-3.17
0.785,0.89,1.5,1.83,0.32312,0.15323634,1.4611053,7.549571,13.618055,10.003826,16.2,1000.0,3290.0,57.0,2143.0,5731.0,90.2,54.93554,-3.064
0.94,0.89,1.5,1.78,0.32312,0.383926,1.4611053,7.549571,13.618055,10.003826,16.2,1000.0,3290.0,57.0,2143.0,5731.0,90.2,54.93554,-3.086
1.17,0.89,1.1,2.02,0.131318,0.94236213,1.4611053,5.8638,13.618055,10.003826,11.513,1000.0,1629.0,11.0,2143.0,3503.0,90.2,54.93554,-2.836
0.765,0.89,1.1,2.2,0.131318,1.5643615,1.4611053,5.8638,13.618055,10.003826,11.513,1000.0,1629.0,11.0,2143.0,3503.0,90.2,54.93554,-2.78
0.73,0.89,1.1,2.16,0.131318,0.74733,1.4611053,5.8638,13.618055,10.003826,11.513,1000.0,1629.0,11.0,2143.0,3503.0,90.2,54.93554,-3.069
0.78,0.89,1.1,1.6,0.131318,0.917407,1.4611053,5.8638,13.618055,10.003826,11.513,1000.0,1629.0,11.0,2143.0,3503.0,90.2,54.93554,-3.461
0.67,0.89,1.1,1.9,0.131318,0.06039663,1.4611053,5.8638,13.618055,10.003826,11.513,1000.0,1629.0,11.0,2143.0,3503.0,90.2,54.93554,-3.042
0.76,0.89,1.1,2.05,0.131318,1.04740119,1.4611053,5.8638,13.618055,10.003826,11.513,1000.0,1629.0,11.0,2143.0,3503.0,90.2,54.93554,-3.094
0.78,0.89,1.1,1.5,0.131318,0.32312,1.4611053,5.8638,13.618055,10.003826,11.513,1000.0,1629.0,11.0,2143.0,3503.0,90.2,54.93554,-3.582
0.74,0.89,1.1,2.36,0.131318,0.816268,1.4611053,5.8638,13.618055,10.003826,11.513,1000.0,1629.0,11.0,2143.0,3503.0,90.2,54.93554,-3.141
0.73,0.89,1.25,2.16,1.02922,0.74733,1.4611053,6.18431,13.618055,10.003826,12.065,1000.0,1818.0,17.0,2143.0,2223.0,90.2,54.93554,-3.111
0.78,0.89,1.25,1.6,1.02922,0.917407,1.4611053,6.18431,13.618055,10.003826,12.065,1000.0,1818.0,17.0,2143.0,2223.0,90.2,54.93554,-3.502
0.67,0.89,1.25,1.9,1.02922,0.06039663,1.4611053,6.18431,13.618055,10.003826,12.065,1000.0,1818.0,17.0,2143.0,2223.0,90.2,54.93554,-3.081
0.76,0.89,1.25,2.2,1.02922,1.0463825,1.4611053,6.18431,13.618055,10.003826,12.065,1000.0,1818.0,17.0,2143.0,2223.0,90.2,54.93554,-2.886
0.78,0.89,1.25,1.5,1.02922,0.32312,1.4611053,6.18431,13.618055,10.003826,12.065,1000.0,1818.0,17.0,2143.0,2223.0,90.2,54.93554,-3.624
0.59,0.89,1.38,1.57,0.53,-0.52,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.24
1.09,0.89,1.38,1.69,0.53,-0.72,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.121
0.75,0.89,1.38,1.88,0.53,0.662265,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.039
0.87,0.89,1.38,1.9,0.53,1.235784,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-2.998
0.785,0.89,1.38,1.83,0.53,0.15323634,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.167
0.67,0.89,1.38,2.01,0.53,1.232676413,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.063
1.16,0.89,1.38,2.0,0.53,-0.52,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-2.914
0.94,0.89,1.38,1.78,0.53,0.383926,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.184
0.67,0.89,1.38,1.55,0.53,-0.52,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.271
0.83,0.89,1.38,1.91,0.53,1.1571612,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.056
0.915,0.89,1.38,2.33,0.53,0.3567212,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.05
0.745,0.89,1.38,1.54,0.53,0.075545,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.518
0.73,0.89,1.63,2.16,0.527662,0.74733,1.4611053,6.746187,13.618055,10.003826,14.634,1000.0,2183.0,31.0,2143.0,3680.0,90.2,54.93554,-2.716
1.17,0.89,1.1,2.02,-0.02,0.94236213,1.4611053,6.25416,13.618055,10.003826,12.179185,1000.0,1097.0,39.0,2143.0,1469.0,90.2,54.93554,-2.538
1.17,0.89,1.22,2.02,0.30712,0.94236213,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-2.822
0.73,0.89,1.1,2.16,-0.02,0.74733,1.4611053,6.25416,13.618055,10.003826,12.179185,1000.0,1097.0,39.0,2143.0,1469.0,90.2,54.93554,-3.019
0.78,0.89,1.1,1.6,-0.02,0.917407,1.4611053,6.25416,13.618055,10.003826,12.179185,1000.0,1097.0,39.0,2143.0,1469.0,90.2,54.93554,-3.169
0.67,0.89,1.1,1.9,-0.02,0.06039663,1.4611053,6.25416,13.618055,10.003826,12.179185,1000.0,1097.0,39.0,2143.0,1469.0,90.2,54.93554,-3.003
0.76,0.89,1.1,2.2,-0.02,1.0463825,1.4611053,6.25416,13.618055,10.003826,12.179185,1000.0,1097.0,39.0,2143.0,1469.0,90.2,54.93554,-2.658
0.76,0.89,1.1,2.05,-0.02,1.04740119,1.4611053,6.25416,13.618055,10.003826,12.179185,1000.0,1097.0,39.0,2143.0,1469.0,90.2,54.93554,-2.819
0.78,0.89,1.1,1.5,-0.02,0.32312,1.4611053,6.25416,13.618055,10.003826,12.179185,1000.0,1097.0,39.0,2143.0,1469.0,90.2,54.93554,-3.293
0.87,0.89,1.1,1.38,-0.02,0.53,1.4611053,6.25416,13.618055,10.003826,12.179185,1000.0,1097.0,39.0,2143.0,1469.0,90.2,54.93554,-3.604
0.765,0.89,1.22,2.2,0.30712,1.5643615,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-2.775
0.73,0.89,1.22,2.16,0.30712,0.74733,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-3.068
0.78,0.89,1.22,1.6,0.30712,0.917407,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-3.458
0.77,0.89,1.22,2.2,0.30712,1.0778013,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-2.876
0.67,0.89,1.22,1.9,0.30712,0.06039663,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-3.033
0.76,0.89,1.22,2.2,0.30712,1.0463825,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-2.845
0.76,0.89,1.22,2.05,0.30712,1.04740119,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-3.089
0.78,0.89,1.22,1.5,0.30712,0.32312,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-3.582
0.87,0.89,1.22,1.38,0.30712,0.53,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-3.656
0.86,0.89,1.22,1.33,0.30712,0.433289,1.4611053,6.21726,13.618055,10.003826,12.2236,1000.0,1799.0,17.0,2143.0,3609.0,90.2,54.93554,-3.39
0.73,0.89,1.65,2.16,-0.62,0.74733,1.4611053,9.394197,13.618055,10.003826,17.96439,1000.0,692.68,120.0,2143.0,1180.0,90.2,54.93554,-2.582
0.77,0.89,1.65,2.2,-0.62,1.0778013,1.4611053,9.394197,13.618055,10.003826,17.96439,1000.0,692.68,120.0,2143.0,1180.0,90.2,54.93554,-2.304
0.67,0.89,1.65,1.9,-0.62,0.06039663,1.4611053,9.394197,13.618055,10.003826,17.96439,1000.0,692.68,120.0,2143.0,1180.0,90.2,54.93554,-2.543
2.07,0.89,1.65,2.1,-0.62,1.9708757,1.4611053,9.394197,13.618055,10.003826,17.96439,1000.0,692.68,120.0,2143.0,1180.0,90.2,54.93554,-2.377
0.74,0.89,1.65,2.36,-0.62,0.816268,1.4611053,9.394197,13.618055,10.003826,17.96439,1000.0,692.68,120.0,2143.0,1180.0,90.2,54.93554,-2.655
0.745,0.89,1.33,1.54,0.433289,0.075545,1.4611053,6.634126,13.618055,10.003826,13.13,1000.0,2128.0,23.0,2143.0,4682.0,90.2,54.93554,-3.57
0.87,0.89,1.33,1.38,0.433289,0.53,1.4611053,6.634126,13.618055,10.003826,13.13,1000.0,2128.0,23.0,2143.0,4682.0,90.2,54.93554,-3.527
0.6,1.0,2.02,2.18,0.94236213,0.80482,1.4611053,7.285516,13.618055,11.871719,16.703,1115.0,544.4,8.0,1757.0,1837.0,90.2,54.93554,-2.552
0.77,1.0,1.83,2.2,0.15323634,1.0778013,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,-2.205
0.755,1.0,1.6,1.66,0.917407,0.6758412,1.4611053,6.75885,13.618055,11.871719,14.32,1115.0,2750.0,54.0,1757.0,5017.0,90.2,54.93554,-3.128
0.785,1.0,1.6,1.83,0.917407,0.15323634,1.4611053,6.75885,13.618055,11.871719,14.32,1115.0,2750.0,54.0,1757.0,5017.0,90.2,54.93554,-3.0
0.94,1.0,1.6,1.78,0.917407,0.383926,1.4611053,6.75885,13.618055,11.871719,14.32,1115.0,2750.0,54.0,1757.0,5017.0,90.2,54.93554,-3.005
0.77,1.0,1.91,2.2,1.1571612,1.0778013,1.4611053,7.639878,13.618055,11.871719,18.168838,1115.0,1728.0,91.0,1757.0,3186.0,90.2,54.93554,-2.231
0.74,1.0,1.91,2.36,1.1571612,0.816268,1.4611053,7.639878,13.618055,11.871719,18.168838,1115.0,1728.0,91.0,1757.0,3186.0,90.2,54.93554,-2.572
0.74,1.0,2.2,2.36,0.5621412,0.816268,1.4611053,8.336839,13.618055,11.871719,19.43,1115.0,1828.05,72.0,1757.0,3236.0,90.2,54.93554,-2.224
0.78,1.0,1.36,1.6,0.1882,0.917407,1.4611053,6.56149,13.618055,11.871719,12.79977,1115.0,1814.0,16.0,1757.0,3103.0,90.2,54.93554,-3.519
0.77,1.0,1.36,2.2,0.1882,1.0778013,1.4611053,6.56149,13.618055,11.871719,12.79977,1115.0,1814.0,16.0,1757.0,3103.0,90.2,54.93554,-2.9
0.755,1.0,1.5,1.66,0.32312,0.6758412,1.4611053,7.549571,13.618055,11.871719,16.2,1115.0,3290.0,57.0,1757.0,5731.0,90.2,54.93554,-3.246
0.94,1.0,1.5,1.78,0.32312,0.383926,1.4611053,7.549571,13.618055,11.871719,16.2,1115.0,3290.0,57.0,1757.0,5731.0,90.2,54.93554,-3.124
0.67,1.0,1.5,1.55,0.32312,-0.52,1.4611053,7.549571,13.618055,11.871719,16.2,1115.0,3290.0,57.0,1757.0,5731.0,90.2,54.93554,-3.126
0.67,1.0,1.54,1.55,0.075545,-0.52,1.4611053,6.82812,13.618055,11.871719,13.5755,1115.0,1941.0,22.0,1757.0,3560.0,90.2,54.93554,-3.037
0.54,1.0,1.54,1.9,0.075545,1.38952128,1.4611053,6.82812,13.618055,11.871719,13.5755,1115.0,1941.0,22.0,1757.0,3560.0,90.2,54.93554,-3.408
0.76,1.0,1.25,2.2,1.02922,1.0463825,1.4611053,6.18431,13.618055,11.871719,12.065,1115.0,1818.0,17.0,1757.0,2223.0,90.2,54.93554,-2.874
1.17,1.0,1.63,2.02,0.527662,0.94236213,1.4611053,6.746187,13.618055,11.871719,14.634,1115.0,2183.0,31.0,1757.0,3680.0,90.2,54.93554,-2.756
0.76,1.0,1.1,2.2,-0.02,1.0463825,1.4611053,6.25416,13.618055,11.871719,12.179185,1115.0,1097.0,39.0,1757.0,1469.0,90.2,54.93554,-2.662
0.6,1.69,2.02,2.18,0.94236213,0.80482,1.4611053,7.285516,13.618055,16.908313,16.703,594.22,544.4,8.0,1040.0,1837.0,90.2,54.93554,-1.67
0.6,1.9,2.02,2.18,0.94236213,0.80482,1.4611053,7.285516,13.618055,20.29239,16.703,1357.77,544.4,8.0,3200.0,1837.0,90.2,54.93554,-1.399
0.765,1.22,1.88,2.28,0.662265,2.125105,1.4611053,7.88101,13.618055,11.647,17.0844,1680.0,1768.0,100.0,2840.0,3200.0,90.2,54.93554,-2.538
0.745,1.22,1.31,1.54,-0.42,0.075545,1.4611053,7.646236,13.618055,11.647,15.035271,1680.0,923.0,160.0,2840.0,1363.0,90.2,54.93554,-3.704
0.745,1.24,1.31,1.54,-0.42,0.075545,1.4611053,7.646236,13.618055,11.916,15.035271,1802.0,923.0,160.0,3141.0,1363.0,90.2,54.93554,-3.725
0.765,1.2,1.88,2.28,0.662265,2.125105,1.4611053,7.88101,13.618055,11.24,17.0844,1099.0,1768.0,100.0,1800.0,3200.0,90.2,54.93554,-2.245
0.78,1.2,1.22,1.5,0.352,0.32312,1.4611053,5.93905,13.618055,11.24,11.647,1099.0,1680.0,11.0,1800.0,2840.0,90.2,54.93554,-2.528
0.78,1.2,1.24,1.5,0.312,0.32312,1.4611053,6.1077,13.618055,11.24,11.916,1099.0,1802.0,15.0,1800.0,3141.0,90.2,54.93554,-3.512
0.78,1.2,1.2,1.5,0.137,0.32312,1.4611053,6.1498,13.618055,11.24,12.076,1099.0,1585.0,11.0,1800.0,3523.0,90.2,54.93554,-3.429
0.78,1.2,1.27,1.5,0.23887,0.32312,1.4611053,5.425871,13.618055,11.24,14.13,1099.0,1925.0,16.0,1800.0,3675.0,90.2,54.93554,-3.552
0.765,1.2,1.31,2.28,-0.42,2.125105,1.4611053,7.646236,13.618055,11.24,15.035271,1099.0,923.0,160.0,1800.0,1363.0,90.2,54.93554,-2.541
0.74,1.2,1.31,2.36,-0.42,0.816268,1.4611053,7.646236,13.618055,11.24,15.035271,1099.0,923.0,160.0,1800.0,1363.0,90.2,54.93554,-1.977
0.765,1.2,1.91,2.28,1.1571612,2.125105,1.4611053,7.639878,13.618055,11.24,18.168838,1099.0,1728.0,91.0,1800.0,3186.0,90.2,54.93554,-1.23
0.675,1.2,1.5,1.61,0.32312,0.432835,1.4611053,7.549571,13.618055,11.24,16.2,1099.0,3290.0,57.0,1800.0,5731.0,90.2,54.93554,-3.452
0.78,1.2,1.25,1.5,1.02922,0.32312,1.4611053,6.18431,13.618055,11.24,12.065,1099.0,1818.0,17.0,1800.0,2223.0,90.2,54.93554,-2.557
0.78,1.2,1.22,1.5,0.30712,0.32312,1.4611053,6.21726,13.618055,11.24,12.2236,1099.0,1799.0,17.0,1800.0,3609.0,90.2,54.93554,-3.471
0.765,1.2,1.65,2.28,-0.62,2.125105,1.4611053,9.394197,13.618055,11.24,17.96439,1099.0,692.68,120.0,1800.0,1180.0,90.2,54.93554,-2.293
0.765,1.2,1.31,2.28,-0.42,2.125105,1.4611053,7.646236,13.618055,12.076,15.035271,1585.0,923.0,160.0,3523.0,1363.0,90.2,54.93554,-2.896
0.765,1.2,1.91,2.28,1.1571612,2.125105,1.4611053,7.639878,13.618055,12.076,18.168838,1585.0,1728.0,91.0,3523.0,3186.0,90.2,54.93554,-1.04
0.765,1.2,1.65,2.28,-0.62,2.125105,1.4611053,9.394197,13.618055,12.076,17.96439,1585.0,692.68,120.0,3523.0,1180.0,90.2,54.93554,-1.575
0.765,1.23,1.88,2.28,0.662265,2.125105,1.4611053,7.88101,13.618055,11.781,17.0844,1734.0,1768.0,100.0,2993.0,3200.0,90.2,54.93554,-2.543
0.745,1.23,1.31,1.54,-0.42,0.075545,1.4611053,7.646236,13.618055,11.781,15.035271,1734.0,923.0,160.0,2993.0,1363.0,90.2,54.93554,-3.719
0.52,0.82,2.05,2.19,1.04740119,0.7466071,1.4611053,8.608389,13.618055,31.625,16.626,336.53,903.78,24.0,1032.0,1860.0,90.2,54.93554,-2.411
0.52,0.82,1.63,2.19,0.527662,0.7466071,1.4611053,6.746187,13.618055,31.625,14.634,336.53,2183.0,31.0,1032.0,3680.0,90.2,54.93554,-2.584
0.83,1.1,1.3,1.91,0.17807,1.1571612,1.4611053,6.82507,13.618055,11.18496,14.61,1193.0,2506.0,23.0,3743.0,4876.0,90.2,54.93554,-3.219
0.765,1.1,1.31,2.2,-0.42,1.5643615,1.4611053,7.646236,13.618055,11.18496,15.035271,1193.0,923.0,160.0,3743.0,1363.0,90.2,54.93554,-2.951
0.78,1.1,1.31,1.6,-0.42,0.917407,1.4611053,7.646236,13.618055,11.18496,15.035271,1193.0,923.0,160.0,3743.0,1363.0,90.2,54.93554,-3.452
0.75,1.1,1.55,1.88,-0.52,0.662265,1.4611053,7.434038,13.618055,11.18496,15.63999,1193.0,1519.0,7.8,3743.0,2334.0,90.2,54.93554,-3.261
